Unit_Code,Start_Date,Year_Quarter,Year,Quarter,Station_ID,Station_Type,Loc_Type,Pool_Group,Loc_Name,Parameter,Units,Depth,Lab,Lab_Report_Number,Colocation,QA_Flag,Plume,Data_Flag,Value_Type,n,mean_value,sd,Status
ALKA,2018-05-31,2018.375,2018,0.375,FALKA05_ap,Fixed,Anchialine,NA,HA_Kaulan_001,TDN,mg/l      ,Surface,PACNEPSC,1341,NA,0,0,P,Actual,3,0.27133333333333337,0.0020816659994661343,Uncertified
ALKA,2018-05-31,2018.375,2018,0.375,FALKA05_ap,Fixed,Anchialine,NA,HA_Kaulan_001,TDP,mg/l      ,Surface,PACNEPSC,1341,NA,0,0,P,Actual,3,0.10533333333333333,0.0011547005383792527,Uncertified
ALKA,2018-05-31,2018.375,2018,0.375,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,NO3,mg/l      ,Surface,PACNEPSC,1341,NA,0,0,P,Actual,3,0.42433333333333334,0.020207259421636894,Uncertified
ALKA,2018-05-31,2018.375,2018,0.375,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,TDN,mg/l      ,Surface,PACNEPSC,1341,NA,0,0,P,Actual,3,0.6726666666666666,0.04261846235299124,Uncertified
ALKA,2018-05-31,2018.375,2018,0.375,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,TDP,mg/l      ,Surface,PACNEPSC,1341,NA,0,0,P,Actual,3,0.026000000000000002,0.002645751311064591,Uncertified
ALKA,2018-06-01,2018.375,2018,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,1341,NA,0,0,P,Actual,3,0.053,0,Uncertified
ALKA,2018-06-01,2018.375,2018,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,1341,NA,0,0,P,Actual,3,0.203,9.99999999999987e-4,Uncertified
ALKA,2018-06-01,2018.375,2018,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,1341,NA,0,0,P,Actual,3,0.07233333333333333,0.001527525231651948,Uncertified
ALKA,2018-08-27,2018.625,2018,0.625,FALKA05_ap,Fixed,Anchialine,NA,HA_Kaulan_001,NO3,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,A,Actual,3,0.44033333333333335,0.10417453303631044,Uncertified
ALKA,2018-08-27,2018.625,2018,0.625,FALKA05_ap,Fixed,Anchialine,NA,HA_Kaulan_001,TDN,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,AE,Calculated,3,0.9336666666666666,0.05784750066626329,Uncertified
ALKA,2018-08-27,2018.625,2018,0.625,FALKA05_ap,Fixed,Anchialine,NA,HA_Kaulan_001,TDP,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,R,Actual,3,0.012333333333333333,0.0032145502536643188,Uncertified
ALKA,2018-08-27,2018.625,2018,0.625,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,NO3,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,A,Actual,3,1.3699999999999999,0.08544003745317527,Uncertified
ALKA,2018-08-27,2018.625,2018,0.625,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,TDN,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,AE,Calculated,3,1.3496666666666666,0.023245071162148103,Uncertified
ALKA,2018-08-27,2018.625,2018,0.625,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,TDP,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,R,Actual,3,0.003466666666666667,0.002193931022920578,Uncertified
ALKA,2018-08-29,2018.625,2018,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,A,Actual,3,0.19066666666666665,0.01222020185321557,Uncertified
ALKA,2018-08-29,2018.625,2018,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,AE,Calculated,3,0.037,0,Uncertified
ALKA,2018-08-29,2018.625,2018,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,ENVIRMON,19F0796,NA,0,0,R,Actual,3,0.0022,0,Uncertified
ALKA,2018-12-07,2018.875,2018,0.875,FALKA05_ap,Fixed,Anchialine,NA,HA_Kaulan_001,NO3,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,A,Actual,3,0.179,0.05838664230798,Uncertified
ALKA,2018-12-07,2018.875,2018,0.875,FALKA05_ap,Fixed,Anchialine,NA,HA_Kaulan_001,TDN,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,AE,Calculated,3,0.037,0,Uncertified
ALKA,2018-12-07,2018.875,2018,0.875,FALKA05_ap,Fixed,Anchialine,NA,HA_Kaulan_001,TDP,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,R,Actual,3,0.08133333333333334,0.06470188044665574,Uncertified
ALKA,2018-12-07,2018.875,2018,0.875,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,NO3,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,A,Actual,3,0.7413333333333333,0.2645984378890649,Uncertified
ALKA,2018-12-07,2018.875,2018,0.875,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,TDN,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,AE,Calculated,3,0.8380000000000001,0.08098765338000602,Uncertified
ALKA,2018-12-07,2018.875,2018,0.875,FALKA06_ap,Fixed,Anchialine,NA,HA_Manini_001,TDP,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,R,Actual,3,0.04666666666666667,0.015044378795195679,Uncertified
ALKA,2018-12-13,2018.875,2018,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,A,Actual,3,0.0985,0.03127698834606683,Uncertified
ALKA,2018-12-13,2018.875,2018,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,AE,Calculated,3,0.037,0,Uncertified
ALKA,2018-12-13,2018.875,2018,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,ENVIRMON,19C0413,NA,0,0,R,Actual,3,0.038,0.006244997998398397,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,NO3,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,0.001,0,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,TDN,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,2.518666666666667,0.0565891626845047,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,TDP,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,0.18633333333333332,0.013012814197295436,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,TN,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,2.6933333333333334,0.020816659994661382,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,TP,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,0.27,0.03,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,NO3,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.015,0.001,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,TDN,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.45866666666666667,0.013051181300301246,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,TDP,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.025,0.0043588989435406735,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,TN,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,1.15,0.10148891565092216,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,TP,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.22,0.026457513110645904,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,NO3,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.067,0.004582575694955836,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,TDN,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.6336666666666667,0.009451631252505225,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,TDP,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.03833333333333333,0.001527525231651948,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,TN,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.67,0.026457513110645887,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,TP,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.11333333333333334,0.049328828623162485,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME04_fw,Fixed,Freshwater,NA,NA,NO3,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.009333333333333332,0.0015275252316519464,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME04_fw,Fixed,Freshwater,NA,NA,TDN,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,1.0073333333333334,0.017039170558842694,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME04_fw,Fixed,Freshwater,NA,NA,TDP,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.07933333333333334,0.0011547005383792527,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME04_fw,Fixed,Freshwater,NA,NA,TN,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.1,0,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME04_fw,Fixed,Freshwater,NA,NA,TP,mg/l      ,Surface,PACNEPSC,1278,NA,0,0,P,Actual,3,0.12666666666666668,0.005773502691896263,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME05_fw,Fixed,Freshwater,NA,NA,NO3,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,0.0016666666666666668,0.0011547005383792516,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME05_fw,Fixed,Freshwater,NA,NA,TDN,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,1.4726666666666666,0.14020817855365397,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME05_fw,Fixed,Freshwater,NA,NA,TDP,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,0.43533333333333335,0.022030282189144428,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME05_fw,Fixed,Freshwater,NA,NA,TN,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,1.9633333333333332,0.11150485789118485,Uncertified
AMME,2018-02-17,2018.125,2018,0.125,FAMME05_fw,Fixed,Freshwater,NA,NA,TP,mg/l      ,Surface,PACNEPSC,1296,NA,0,0,P,Actual,3,0.6066666666666667,0.05033222956847166,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,NO3,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,A,Actual,4,0.79725,0.02276510487566439,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,TDN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,AE,Calculated,3,1.2073333333333334,0.020207259421636984,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,TDP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.058333333333333334,0.009451631252505222,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,TN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,1.8733333333333333,0.2685764943797826,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME01_fw,Fixed,Brackish,NA,Constructed Wetland,TP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.05366666666666667,0.015534906930308054,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,NO3,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,A,Actual,6,0.026966666666666667,0.008121247851572238,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,TDN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,AE,Calculated,3,0.33266666666666667,0.051228247416179824,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,TDP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.059666666666666666,0.002309401076758501,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,TN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.9916666666666666,0.3012612376880459,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME02_fw,Fixed,Brackish,NA,Constructed Wetland,TP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.057666666666666665,0.007094598884597586,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,NO3,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,A,Actual,3,0.0776,0.00845399313933954,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,TDN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,AE,Calculated,3,0.197,0.14291605927956452,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,TDP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.04133333333333333,0.004041451884327381,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,TN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.5783333333333334,0.3337549000888726,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME03_fw,Fixed,Brackish,NA,Constructed Wetland,TP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.03833333333333333,0.0025166114784235852,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME09_fw,Fixed,Brackish,NA,Constructed Wetland,NO3,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,A,Actual,3,0.0147,0.0019519221295943138,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME09_fw,Fixed,Brackish,NA,Constructed Wetland,TDN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,AE,Calculated,3,1.1753333333333333,0.06824465791058917,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME09_fw,Fixed,Brackish,NA,Constructed Wetland,TDP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.077,0.005567764362830027,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME09_fw,Fixed,Brackish,NA,Constructed Wetland,TN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,1.6033333333333333,0.04932882862316239,Uncertified
AMME,2018-08-08,2018.625,2018,0.625,FAMME09_fw,Fixed,Brackish,NA,Constructed Wetland,TP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.07566666666666667,0.0057735026918962545,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME04_fw,Fixed,Freshwater,NA,NA,NO3,mg/l      ,NA,ENVIRMON,19D0539,NA,0,0,A,Actual,3,0.0274,0.0014525839046333948,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME04_fw,Fixed,Freshwater,NA,NA,TDN,mg/l      ,NA,ENVIRMON,19D0539,NA,0,0,AE,Calculated,3,1.1693333333333333,0.013316656236958798,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME04_fw,Fixed,Freshwater,NA,NA,TDP,mg/l      ,NA,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.025666666666666667,0.0037859388972001817,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME04_fw,Fixed,Freshwater,NA,NA,TN,mg/l      ,NA,ENVIRMON,19D0539,NA,0,0,R,Actual,3,1.6933333333333334,0.1327905619136139,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME04_fw,Fixed,Freshwater,NA,NA,TP,mg/l      ,NA,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.048666666666666664,0.0030550504633038923,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME05_fw,Fixed,Freshwater,NA,NA,NO3,mg/l      ,Surface,PACNEPSC,1779,NA,0,0,P,NA,3,0.008233333333333334,5.13160143944689e-4,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME05_fw,Fixed,Freshwater,NA,NA,TDN,mg/l      ,Surface,PACNEPSC,1779,NA,0,0,P,NA,3,0.8353333333333334,0.03656423571378636,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME05_fw,Fixed,Freshwater,NA,NA,TDP,mg/l      ,Surface,PACNEPSC,1779,NA,0,0,P,NA,3,0.05483333333333333,0.00508363387089721,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME05_fw,Fixed,Freshwater,NA,NA,TN,mg/l      ,Surface,PACNEPSC,1779,NA,0,0,P,NA,3,1.2529000000000001,0.15053906469750636,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME05_fw,Fixed,Freshwater,NA,NA,TP,mg/l      ,Surface,PACNEPSC,1779,NA,0,0,P,NA,3,0.14536666666666667,0.029897547279556777,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME08_fw,Fixed,Freshwater,NA,NA,NO3,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,A,Actual,3,0.020833333333333332,0.0012423096769056145,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME08_fw,Fixed,Freshwater,NA,NA,TDN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,AE,Calculated,3,0.6433333333333333,0.03971565602295065,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME08_fw,Fixed,Freshwater,NA,NA,TDP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.07566666666666667,0.01115048578911849,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME08_fw,Fixed,Freshwater,NA,NA,TN,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,1.2433333333333334,0.08144527815247085,Uncertified
AMME,2018-08-09,2018.625,2018,0.625,FAMME08_fw,Fixed,Freshwater,NA,NA,TP,mg/l      ,Mid,ENVIRMON,19D0539,NA,0,0,R,Actual,3,0.17133333333333334,0.03493326972004386,Uncertified
HALE,2018-02-06,2018.125,2018,0.125,FHALE10_fw,Fixed,Freshwater,NA,Alelele,NO3,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.18633333333333332,0.0020816659994661343,Uncertified
HALE,2018-02-06,2018.125,2018,0.125,FHALE10_fw,Fixed,Freshwater,NA,Alelele,TDN,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.231,0.06065476073648299,Uncertified
HALE,2018-02-06,2018.125,2018,0.125,FHALE10_fw,Fixed,Freshwater,NA,Alelele,TDP,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.015,0,Uncertified
HALE,2018-02-06,2018.125,2018,0.125,THALE0320180206,Temporary,Freshwater,NA,Alelele,NO3,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.18566666666666667,0.0025166114784235852,Uncertified
HALE,2018-02-06,2018.125,2018,0.125,THALE0320180206,Temporary,Freshwater,NA,Alelele,TDN,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.19333333333333333,0.010969655114602883,Uncertified
HALE,2018-02-06,2018.125,2018,0.125,THALE0320180206,Temporary,Freshwater,NA,Alelele,TDP,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.015,0,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE01_fw,Fixed,Freshwater,NA,Palikea_Lower,NO3,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.05333333333333333,5.773502691896263e-4,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE01_fw,Fixed,Freshwater,NA,Palikea_Lower,TDN,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.07966666666666666,0.008020806277010644,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE01_fw,Fixed,Freshwater,NA,Palikea_Lower,TDP,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.015,0,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE02_fw,Fixed,Freshwater,NA,Palikea_Lower,NO3,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.11266666666666666,0.0023094010767585054,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE02_fw,Fixed,Freshwater,NA,Palikea_Lower,TDN,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.16433333333333333,0.0045092497528228985,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE02_fw,Fixed,Freshwater,NA,Palikea_Lower,TDP,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.015,0,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE05_fw,Fixed,Freshwater,NA,Alelele,NO3,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.060000000000000005,0.010583005244258365,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE05_fw,Fixed,Freshwater,NA,Alelele,TDN,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.096,0.045033320996790804,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE05_fw,Fixed,Freshwater,NA,Alelele,TDP,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.015,0,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE06_fw,Fixed,Freshwater,NA,Alelele,NO3,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.118,9.99999999999994e-4,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE06_fw,Fixed,Freshwater,NA,Alelele,TDN,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.17633333333333334,0.010115993936995672,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE06_fw,Fixed,Freshwater,NA,Alelele,TDP,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.015,0,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE11_fw,Fixed,Freshwater,NA,Pipiwai,NO3,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.028,0,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE11_fw,Fixed,Freshwater,NA,Pipiwai,TDN,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.16433333333333333,0.046522396040330226,Uncertified
HALE,2018-02-07,2018.125,2018,0.125,FHALE11_fw,Fixed,Freshwater,NA,Pipiwai,TDP,mg/l      ,Surface,PACNEPSC,1266,NA,0,0,P,Actual,3,0.015,0,Uncertified
