Unit_Code,Start_Date,Year_Quarter,Year,Quarter,Station_ID,Station_Type,Loc_Type,Pool_Group,Loc_Name,Parameter,Units,Depth,Lab,Colocation,QA_Flag,Plume,n,mean_value,sd
ALKA,2008-05-20,2008.375,2008,0.375,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.054,0.0045825756949558405
ALKA,2008-05-20,2008.375,2008,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6086666666666667,0.15157946210926246
ALKA,2008-05-20,2008.375,2008,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5356666666666666,0.08707659463560417
ALKA,2008-05-20,2008.375,2008,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.051666666666666666,0.0015275252316519442
ALKA,2008-11-25,2008.875,2008,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.24833333333333335,0.015044378795195674
ALKA,2008-11-25,2008.875,2008,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.588,0.029816103031751116
ALKA,2008-11-25,2008.875,2008,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.11,0.007549834435270749
ALKA,2008-11-25,2008.875,2008,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6629999999999999,0.1446962335377117
ALKA,2008-11-25,2008.875,2008,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.797,0.253828682382429
ALKA,2008-11-25,2008.875,2008,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.07833333333333334,0.015695009822658073
ALKA,2008-11-25,2008.875,2008,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6993333333333334,0.19918918980038383
ALKA,2008-11-25,2008.875,2008,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7303333333333333,0.24928765178671272
ALKA,2008-11-25,2008.875,2008,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.06633333333333334,5.773502691896263e-4
ALKA,2008-11-25,2008.875,2008,0.875,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6863333333333334,0.15101765901156505
ALKA,2008-11-25,2008.875,2008,0.875,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.68533333333333335,0.07663115119410209
ALKA,2008-11-25,2008.875,2008,0.875,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.059,0
ALKA,2009-03-30,2009.125,2009,0.125,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.07033333333333333,0.011547005383792512
ALKA,2009-03-30,2009.125,2009,0.125,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.643,0.0392300904918661
ALKA,2009-03-30,2009.125,2009,0.125,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.111,0.009643650760992951
ALKA,2009-03-30,2009.125,2009,0.125,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8573333333333333,0.03007213549672412
ALKA,2009-03-30,2009.125,2009,0.125,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.88,0.04757099956906523
ALKA,2009-03-30,2009.125,2009,0.125,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.152,0.055434646206140796
ALKA,2009-03-30,2009.125,2009,0.125,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8853333333333333,0.022278539748675948
ALKA,2009-03-30,2009.125,2009,0.125,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.052,0.05737595315112426
ALKA,2009-03-30,2009.125,2009,0.125,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.074,0.0060827625302982205
ALKA,2009-03-30,2009.125,2009,0.125,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7283333333333333,0.02502665245959464
ALKA,2009-03-30,2009.125,2009,0.125,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.869,0.07888599368709252
ALKA,2009-03-30,2009.125,2009,0.125,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.057666666666666665,0.0020816659994661304
ALKA,2009-06-26,2009.375,2009,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.1588,0.009986490875177325
ALKA,2009-06-26,2009.375,2009,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.3274333333333333,0.03286644692286243
ALKA,2009-06-26,2009.375,2009,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.0444,0.0038431757701151295
ALKA,2009-06-26,2009.375,2009,0.375,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.0563333333333333,0.18833816217998234
ALKA,2009-06-26,2009.375,2009,0.375,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.1920333333333333,0.13963790077673513
ALKA,2009-06-26,2009.375,2009,0.375,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.05776666666666667,0.0047815618090048095
ALKA,2009-06-26,2009.375,2009,0.375,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7864333333333333,0.03904540092422319
ALKA,2009-06-26,2009.375,2009,0.375,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8342999999999999,0.04850773134253959
ALKA,2009-06-26,2009.375,2009,0.375,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.05046666666666667,0.003013856886670853
ALKA,2009-06-26,2009.375,2009,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6418666666666667,0.12009705797118152
ALKA,2009-06-26,2009.375,2009,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6244666666666667,0.13354614683072413
ALKA,2009-06-26,2009.375,2009,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.04016666666666667,7.571877794400359e-4
ALKA,2009-09-09,2009.625,2009,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.20736666666666667,0.052216504415111255
ALKA,2009-09-09,2009.625,2009,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5054,0.06989248886683029
ALKA,2009-09-09,2009.625,2009,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.11090000000000001,0.013481468762712768
ALKA,2009-09-09,2009.625,2009,0.625,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.2469,0.2763137347292023
ALKA,2009-09-09,2009.625,2009,0.625,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.2462666666666666,0.30695006651462603
ALKA,2009-09-09,2009.625,2009,0.625,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.0969,0.006634003316248796
ALKA,2009-09-09,2009.625,2009,0.625,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7280666666666666,0.18888367672547388
ALKA,2009-09-09,2009.625,2009,0.625,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7131333333333334,0.16144303432893392
ALKA,2009-09-09,2009.625,2009,0.625,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.06066666666666667,0.003271594921950661
ALKA,2009-09-09,2009.625,2009,0.625,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5619666666666667,0.05799175228714282
ALKA,2009-09-09,2009.625,2009,0.625,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5859333333333333,0.07905190278123186
ALKA,2009-09-09,2009.625,2009,0.625,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.05446666666666667,0.0010503967504392475
ALKA,2009-11-18,2009.875,2009,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.10046666666666668,0.037182298655856844
ALKA,2009-11-18,2009.875,2009,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.3665333333333333,0.02645228408537404
ALKA,2009-11-18,2009.875,2009,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.07296666666666667,0.010815421089043795
ALKA,2009-11-18,2009.875,2009,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.46426666666666666,0.055498138106907104
ALKA,2009-11-18,2009.875,2009,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6157333333333334,0.0721113259712601
ALKA,2009-11-18,2009.875,2009,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.07963333333333333,0.011557825631723874
ALKA,2009-11-18,2009.875,2009,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5580333333333334,0.029901895146183168
ALKA,2009-11-18,2009.875,2009,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5490333333333334,0.04296164956485419
ALKA,2009-11-18,2009.875,2009,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.06733333333333333,0.006550063612922654
ALKA,2009-11-18,2009.875,2009,0.875,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5720666666666666,0.023412033942682806
ALKA,2009-11-18,2009.875,2009,0.875,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6676,0.06848510787025161
ALKA,2009-11-18,2009.875,2009,0.875,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.06726666666666667,0.0035907288025320595
ALKA,2010-02-26,2010.125,2010,0.125,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.24366666666666667,0.0032145502536643214
ALKA,2010-02-26,2010.125,2010,0.125,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.4966666666666667,0.029143323992525855
ALKA,2010-02-26,2010.125,2010,0.125,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.06,0
ALKA,2010-02-26,2010.125,2010,0.125,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.22,0.008544003745317538
ALKA,2010-02-26,2010.125,2010,0.125,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.406,0.004999999999999977
ALKA,2010-02-26,2010.125,2010,0.125,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.042666666666666665,0.005859465277082317
ALKA,2010-02-26,2010.125,2010,0.125,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.731,0.10381233067415449
ALKA,2010-02-26,2010.125,2010,0.125,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7996666666666666,0.10695949389060014
ALKA,2010-02-26,2010.125,2010,0.125,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.04833333333333333,0.001527525231651948
ALKA,2010-02-26,2010.125,2010,0.125,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6613333333333333,0.14340618303732003
ALKA,2010-02-26,2010.125,2010,0.125,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6796666666666666,0.12269610154089383
ALKA,2010-02-26,2010.125,2010,0.125,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.04633333333333333,5.773502691896263e-4
ALKA,2010-05-10,2010.375,2010,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.007666666666666667,5.773502691896258e-4
ALKA,2010-05-10,2010.375,2010,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5473333333333333,0.025006665778014695
ALKA,2010-05-10,2010.375,2010,0.375,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.08533333333333333,0.004041451884327377
ALKA,2010-05-10,2010.375,2010,0.375,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8023333333333333,0.041488954353337604
ALKA,2010-05-10,2010.375,2010,0.375,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.0583333333333333,0.026501572280401245
ALKA,2010-05-10,2010.375,2010,0.375,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.11266666666666666,0.005131601439446889
ALKA,2010-05-10,2010.375,2010,0.375,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7869999999999999,0.07450503338701353
ALKA,2010-05-10,2010.375,2010,0.375,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8376666666666667,0.08681781691181445
ALKA,2010-05-10,2010.375,2010,0.375,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.07566666666666667,0.007767453465154028
ALKA,2010-05-10,2010.375,2010,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6880000000000001,0.01058300524425831
ALKA,2010-05-10,2010.375,2010,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7423333333333333,0.0448813249952955
ALKA,2010-05-10,2010.375,2010,0.375,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.07533333333333334,0.007234178138070233
ALKA,2010-08-13,2010.625,2010,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.17766666666666667,0.010016652800877808
ALKA,2010-08-13,2010.625,2010,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.6233333333333333,0.03572580766523461
ALKA,2010-08-13,2010.625,2010,0.625,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.087,0.003999999999999997
ALKA,2010-08-13,2010.625,2010,0.625,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7683333333333333,0.20507153223529911
ALKA,2010-08-13,2010.625,2010,0.625,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.9026666666666667,0.2283009709425988
ALKA,2010-08-13,2010.625,2010,0.625,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.08299999999999999,0.009539392014169456
ALKA,2010-08-13,2010.625,2010,0.625,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.806,0.046572524088780064
ALKA,2010-08-13,2010.625,2010,0.625,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8836666666666667,0.10457692543450171
ALKA,2010-08-13,2010.625,2010,0.625,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.069,0.0017320508075688709
ALKA,2010-08-13,2010.625,2010,0.625,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.655,0.061
ALKA,2010-08-13,2010.625,2010,0.625,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.722,0.024248711305964305
ALKA,2010-08-13,2010.625,2010,0.625,FALKA04_ap,Fixed,Anchialine,NA,HA_Puuwaa_002,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.058333333333333334,0.0015275252316519442
ALKA,2010-12-01,2010.875,2010,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.2886666666666667,0.058943475748663945
ALKA,2010-12-01,2010.875,2010,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.5810000000000001,0.07023531875061151
ALKA,2010-12-01,2010.875,2010,0.875,FALKA01_ap,Fixed,Anchialine,NA,HA_Kahalu_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.143,0.020223748416156685
ALKA,2010-12-01,2010.875,2010,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8876666666666667,0.2117317485247154
ALKA,2010-12-01,2010.875,2010,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.022,0.2680055969564815
ALKA,2010-12-01,2010.875,2010,0.875,FALKA02_ap,Fixed,Anchialine,NA,HA_Holual_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.084,0.014933184523068075
ALKA,2010-12-01,2010.875,2010,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8536666666666667,0.009018499505645797
ALKA,2010-12-01,2010.875,2010,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8983333333333333,0.03579571668975683
ALKA,2010-12-01,2010.875,2010,0.875,FALKA03_ap,Fixed,Anchialine,NA,HA_Puuwaa_001,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.06366666666666666,0.001527525231651948
