Unit_Code,Start_Date,Year_Quarter,Year,Quarter,Station_ID,Station_Type,Loc_Type,Pool_Group,Loc_Name,Parameter,Units,Depth,Colocation,QA_Flag,Plume,n,corrected_mean,sd
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,Chl,µg/l      ,Surface,NA,0,0,1,0.12,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,ODOConc,mg/l      ,Surface,NA,0,0,1,7.25,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,ODOSat,%         ,Surface,NA,0,0,1,85.94,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,pH,None      ,Surface,NA,0,0,1,7.76,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,Sal,ppth      ,Surface,NA,0,0,1,13.4,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,SpCond,mS/cm     ,Surface,NA,0,0,1,22.19,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,Temp,°C,Surface,NA,0,0,1,19.77,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,Chl,µg/l      ,Surface,NA,0,0,1,0.32,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,ODOConc,mg/l      ,Surface,NA,0,0,1,6.06,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,ODOSat,%         ,Surface,NA,0,0,1,73.24,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,pH,None      ,Surface,NA,0,0,1,7.65,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,Sal,ppth      ,Surface,NA,0,0,1,13.47,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,SpCond,mS/cm     ,Surface,NA,0,0,1,22.32,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,Temp,°C,Surface,NA,0,0,1,20.7,NA
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Chl,µg/l      ,Surface,NA,0,0,1,0.42,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOConc,mg/l      ,Surface,NA,0,0,1,8.28,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOSat,%         ,Surface,NA,0,0,1,99.05,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,pH,None      ,Surface,NA,0,0,1,7.97,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Sal,ppth      ,Surface,NA,0,0,1,14.04,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,SpCond,mS/cm     ,Surface,NA,0,0,1,23.17,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Temp,°C,Surface,NA,0,0,1,20.07,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Chl,µg/l      ,Surface,NA,1,0,1,5.71,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOConc,mg/l      ,Surface,NA,0,0,1,8.38,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOSat,%         ,Surface,NA,0,0,1,96.55,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,pH,None      ,Surface,NA,0,0,1,7.96,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Sal,ppth      ,Surface,NA,0,0,1,10.05,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,SpCond,mS/cm     ,Surface,NA,0,0,1,17.04,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Temp,°C,Surface,NA,0,0,1,19.31,NA
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,Chl,µg/l      ,,NA,0,0,1,0.81,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,ODOConc,mg/l      ,,NA,0,0,1,7.93,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,ODOSat,%         ,,NA,0,0,1,95.75,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,pH,None      ,,NA,0,0,1,7.89,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,Sal,ppth      ,,NA,0,0,1,13.06,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,SpCond,mS/cm     ,,NA,0,0,1,21.69,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,Temp,°C,,NA,0,0,1,20.8,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,Turbid+,FNU       ,,NA,0,0,1,0.1,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,Chl,µg/l      ,Surface,NA,0,0,1,0.24,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,ODOConc,mg/l      ,Surface,NA,0,0,1,6.58,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,ODOSat,%         ,Surface,NA,0,0,1,76.64,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,pH,None      ,Surface,NA,0,0,1,7.69,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,Sal,ppth      ,Surface,NA,0,0,1,11.59,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,SpCond,mS/cm     ,Surface,NA,0,0,1,19.43,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,Temp,°C,Surface,NA,0,0,1,19.4,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,Chl,µg/l      ,Surface,NA,0,0,1,0.19,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,ODOConc,mg/l      ,Surface,NA,0,0,1,7.45,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,ODOSat,%         ,Surface,NA,0,0,1,88.8,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,pH,None      ,Surface,NA,0,0,1,7.91,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,Sal,ppth      ,Surface,NA,0,0,1,13.84,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,SpCond,mS/cm     ,Surface,NA,0,0,1,22.87,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,Temp,°C,Surface,NA,0,0,1,19.9,NA
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOConc,mg/l      ,Surface,NA,0,0,1,7.76,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOSat,%         ,Surface,NA,0,0,1,93.92,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,pH,None      ,Surface,NA,0,0,1,8.05,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Sal,ppth      ,Surface,NA,0,0,1,14,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,SpCond,mS/cm     ,Surface,NA,0,0,1,23.13,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Temp,°C,Surface,NA,0,0,1,20.64,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Chl,µg/l      ,Surface,NA,0,0,1,0.51,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOConc,mg/l      ,Surface,NA,0,0,1,7.51,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOSat,%         ,Surface,NA,0,0,1,87.29,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,pH,None      ,Surface,NA,0,0,1,8.08,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Sal,ppth      ,Surface,NA,0,0,1,10.38,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,SpCond,mS/cm     ,Surface,NA,0,0,1,17.55,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Temp,°C,Surface,NA,0,0,1,19.58,NA
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,Chl,µg/l      ,Surface,NA,0,0,1,0.61,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,ODOConc,mg/l      ,Surface,NA,0,0,1,7.04,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,ODOSat,%         ,Surface,NA,0,0,1,82.49,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,pH,None      ,Surface,NA,0,0,1,7.93,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,Sal,ppth      ,Surface,NA,0,0,1,12.2,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,SpCond,mS/cm     ,Surface,NA,0,0,1,20.35,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,Temp,°C,Surface,NA,0,0,1,19.45,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,ODOConc,mg/l      ,Surface,NA,0,0,1,6.72,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,ODOSat,%         ,Surface,NA,0,0,1,80.29,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,pH,None      ,Surface,NA,0,0,1,7.92,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,Sal,ppth      ,Surface,NA,0,0,1,12.21,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,SpCond,mS/cm     ,Surface,NA,0,0,1,20.36,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,Temp,°C,Surface,NA,0,0,1,19.43,NA
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOConc,mg/l      ,Surface,NA,0,0,1,8.07,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOSat,%         ,Surface,NA,0,0,1,100.4,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,pH,None      ,Surface,NA,0,0,1,7.86,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Sal,ppth      ,Surface,NA,0,0,1,14.96,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,SpCond,mS/cm     ,Surface,NA,0,0,1,24.58,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Temp,°C,Surface,NA,0,0,1,21.81,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,BP,psi       ,Surface,NA,0,0,1,NA,NA
